artist,song
Charli xcx,Guess featuring billie eilish
Gracie Abrams,"I Love You, I'm Sorry"
Kings of Leon,Sex on Fire
La Oreja de Van Gogh,Rosas
¥$,FIELD TRIP
¥$,FRIED
¥$,PROMOTION
¥$,SLIDE
Bernadya,Satu Bulan
Chappell Roan,Femininomenon
Drake,It's Up
FloyyMenor,PELIGROSA
Fuerza Regida,NEL
Grelo,Só Fé
Sal Priadi,Gala bunga matahari
Shawn Mendes,Why Why Why
Gigi Perez,Sailor Song
Kapo,UWAIE
LISA,New Woman
Lady Gaga,Die With A Smile
P!nk,Just Give Me a Reason
Peso Pluma,LOS CUADROS
Post Malone,California Sober
Post Malone,What Don't Belong To Me
Post Malone,Wrong Ones
Alex Warren,Carry You Home
Bernadya,"Untungnya, Hidup Harus Tetap Berjalan"
Maisak,SE ME OLVIDA
Mari Fernandez,"Louco, Louco - Ao Vivo"
Sabrina Carpenter,Bed Chem
Sabrina Carpenter,Coincidence
Sabrina Carpenter,Don’t Smile
Sabrina Carpenter,Dumb & Poetic
Sabrina Carpenter,Good Graces
Sabrina Carpenter,Juno
Sabrina Carpenter,Lie To Girls
Sabrina Carpenter,Sharpest Tool
Sabrina Carpenter,Slim Pickins
Sabrina Carpenter,Taste
Sachin-Jigar,Aaj Ki Raat
Teddy Swims,The Door
Travis Scott,Drugs You Should Try It
Addison Rae,Diet Pepsi
El Padrinito Toys,Tal Vez Fui Yo
KATSEYE,Touch
Kaique e Felipe,Saveiro
LE SSERAFIM,CRAZY
NATTAN,Patrai
Oasis,Don't Look Back in Anger - Remastered
Surf Curse,Disco
The Kid LAROI,BABY I'M BACK
Tito Double P,DOS DÍAS
Tito Double P,EL LOKERON
Linkin Park,The Emptiness Machine
Megan Thee Stallion,Neva Play
Red Hot Chili Peppers,Can't Stop
Tito Double P,ESCAPATE
Anuv Jain,Jo Tum Mere Ho
Bernadya,Kata Mereka Ini Berlebihan
Cris Mj,Después De La 1
Julión Álvarez y su Norteño Banda,Rey Sin Reina
Ndotz,Embrace It
Odetari,KEEP UP
Playboi Carti,ALL RED
Tate McRae,It's ok I'm ok
The Weeknd,Dancing In The Flames
Bad Bunny,Una Velita
Future,TEFLON DON
Linkin Park,Heavy Is the Crown
Yandel,HABLAME CLARO
Bruno Mars,It Will Rain
Don Toliver,NEW DROP
Omar Courtz,Q U E V A S H A C E R H O Y ?
Shakira,Soltera
The Weeknd,Timeless
Valentino Merlo,Hoy
A$AP Rocky,I Smoked Away My Brain
Coldplay,feelslikeimfallinginlove
Crowded House,Don't Dream It's Over
HUMBE,KINTSUGI
LISA,Moonlit Floor
Oscar Maydon,Tu Boda
Charli xcx,Sympathy is a knife featuring ariana grande
Creepy Nuts,オトノケ - Otonoke
Henrique & Juliano,Última Saudade - Ao Vivo
JENNIE,Mantra
Junior H,PIÉNSALO
KSI,Thick Of It
Tito Double P,AY MAMÁ
Victor Mendivil,Mejores Jordans
Bruno Mars,Treasure
Capital Cities,Safe and Sound
Gracie Abrams,That’s So True
Morgan Wallen,Love Somebody
Myke Towers,DEGENERE 👑
One Direction,Perfect
One Direction,Steal My Girl
One Direction,You & I
ROSÉ,APT.
Tyler,Noid
aespa,UP - KARINA Solo
aespa,Whiplash
Britney Spears,Toxic
Gabito Ballesteros,Presidente
Jin,I'll Be There
Lady Gaga,Disease
MC Tuto,Barbie
Tyler,BEST INTEREST
Tyler,Balloon
Tyler,"Darling, I"
Tyler,Hey Jane
Tyler,I Hope You Find Your Way Home
Tyler,I Killed You
Tyler,Judge Judy
Tyler,Like Him
Tyler,Rah Tah Tah
Tyler,St. Chroma
Tyler,Sticky
Tyler,Take Your Mask Off
Tyler,Thought I Was Dead
Tyler,Tomorrow
W Sound,Soltera - W Sound 01
BABYMONSTER,DRIP
Bruno Mars,Grenade
Cigarettes After Sex,Cry
Duki,Nueva Era
Gracie Abrams,"I miss you, I’m sorry"
Teddy Swims,Bad Dreams
The Weeknd,São Paulo
Arctic Monkeys,No. 1 Party Anthem
Don Toliver,No Pole
Gunna,on one tonight
KAROL G,+57
The Marías,No One Noticed
Chezile,Beanie
Jin,Heart on the Window
Jin,I’ll Be There
Jin,Running Wild
Linkin Park,Casualty
Linkin Park,Cut the Bridge
Linkin Park,Good Things Go
Linkin Park,IGYEIH
Linkin Park,Over Each Other
Linkin Park,Overflow
Linkin Park,Stained
Linkin Park,Two Faced
MC LUUKY,Malvadinho
Rauw Alejandro,Khé?
Rauw Alejandro,Qué Pasaría...
Rauw Alejandro,Revolú
Rauw Alejandro,Se Fue
Rauw Alejandro,Tú Con Él
Tate McRae,2 hands
Arcane,Ma Meilleure Ennemie
Arcane,To Ashes and Blood
Ariana Grande,Popular
Ariana Grande,What Is This Feeling?
Ashnikko,Paint The Town Blue
Chino Pacas,Morena Canela
Cynthia Erivo,Defying Gravity
GloRilla,WHATCHU KNO ABOUT ME
Kendrick Lamar,dodger blue
Kendrick Lamar,gloria
Kendrick Lamar,gnx
Kendrick Lamar,heart pt. 6
Kendrick Lamar,hey now
Kendrick Lamar,luther
Kendrick Lamar,man at the garden
Kendrick Lamar,peekaboo
Kendrick Lamar,reincarnated
Kendrick Lamar,squabble up
Kendrick Lamar,tv off
Kendrick Lamar,wacced out murals
Maluma,Cosas Pendientes
ROSÉ,number one girl
Tito Double P,NADIE
Twenty One Pilots,The Line
Arcane,Paint The Town Blue
Arcane,Remember Me
Arcane,The Line
Juice WRLD,Empty Out Your Pockets
Juice WRLD,Misfit
V,Winter Ahead
yung kai,blue
Bad Bunny,EL CLúB
Bing Crosby,Mele Kalikimaka
Brenno & Matheus,Descer Pra BC
Jorsshh,ROSONES
Lola Young,Messy
Natanael Cano,Amapola
Peso Pluma,gervonta
ROSÉ,drinks or coffee
ROSÉ,toxic till the end
Sabrina Carpenter,A Nonsense Christmas
The Moonglows,Hey Santa Claus
Tito Double P,5-7
Tito Double P,ROSONES
V,White Christmas
Mark Ambor,Run Rudolph Run - Spotify Singles Holiday
Tyla,PUSH 2 START
Alleh,capaz
Céline Dion,O Holy Night
Frank Sinatra,Santa Claus Is Coming To Town
Kesha,Holiday Road - Spotify Singles Holiday
Laufey,Santa Baby
Michael Bublé,Winter Wonderland
Nilo,Fui Mlk
Oruam,Oh Garota Eu Quero Você Só Pra Mim
SZA,30 For 30
SZA,BMF
Bad Bunny,PIToRRO DE COCO
Blessd,DEPORTIVO
Danny Ocean,Imagínate
Dionela,Marilag
Fuerza Regida,ME JALO
Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo
J. Eskine,Resenha do Arrocha
Lady Gaga,Poker Face
Léo Foguete,Cópia Proibida
Naughty Boy,La La La
Neton Vega,Loco
Pitbull,Timber
Rihanna,Breakin' Dishes
SZA,Scorsese Baby Daddy
Andmesh,Anugerah Terindah
Bad Bunny,BAILE INoLVIDABLE
Bad Bunny,BOKeTE
Bad Bunny,CAFé CON RON
Bad Bunny,DtMF
Bad Bunny,EoO
Bad Bunny,KETU TeCRÉ
Bad Bunny,KLOuFRENS
Bad Bunny,LA MuDANZA
Bad Bunny,LO QUE LE PASÓ A HAWAii
Bad Bunny,NUEVAYoL
Bad Bunny,PERFuMITO NUEVO
Bad Bunny,TURiSTA
Bad Bunny,VOY A LLeVARTE PA PR
Bad Bunny,VeLDÁ
Bad Bunny,WELTiTA
Beéle,Mi Refe
Chrystal,The Days - NOTION Remix
Doechii,DENIAL IS A RIVER
Eric Land,Pilantra e Meio
GELO,Tweaker
Henry Freitas,Imã de Problema
Imogen Heap,Headlock
Lil Baby,"Dum, Dumb, and Dumber"
Morgan Wallen,Smile
Sam Barber,Indigo
Jasleen Royal,Sahiba
Jombriel,Parte & Choke
Tenxi,Garam & Madu
The Lantis,Bunga Maaf
Carin Leon,Ese Vato No Te Queda
Central Cee,GBP
Conan Gray,The Cut That Always Bleeds
Luis R Conriquez,Bandida
Nuzio Medeiros,Tando
Central Cee,CRG
Natanzinho Lima,Uma e Quinze da Manhã
Sexyy Red,Fat Juicy & Wet
Tate McRae,Sports car
Travis Scott,4X4
Chuyin,Pika Pika
Fetty Wap,Again
Gabito Ballesteros,7 Dias
JENNIE,Love Hangover
Lady Gaga,Abracadabra
Morgan Wallen,I'm The Problem
The Weeknd,Baptized In Fear
The Weeknd,Cry For Me
The Weeknd,Enjoy The Show
The Weeknd,Given Up On Me
The Weeknd,I Can't Wait To Get There
The Weeknd,Niagara Falls
The Weeknd,Open Hearts
The Weeknd,Opening Night
The Weeknd,Reflections Laughing
The Weeknd,Take Me Back To LA
The Weeknd,The Abyss
The Weeknd,Wake Me Up
Alemán,Te Quería Ver
Alex Warren,Ordinary
Anurag Saikia,Ishq Hai
Doechii,NISSAN ALTIMA
GIVĒON,TWENTIES
LISA,Born Again
Neton Vega,Mi Vida Mi Muerte
Achille Lauro,Incoscienti Giovani
Daniel Caesar,Get You
Drake,CRYING IN CHANEL
Drake,GIMME A HUG
Drake,NOKIA
Drake,SMALL TOWN FAME
Fedez,BATTITO
Fuerza Regida,Por Esos Ojos
Giorgia,LA CURA PER ME
JISOO,earthquake
Lil Wayne,She Will
Lucio Corsi,Volevo essere un duro
Neton Vega,Morena
Olly,Balorda nostalgia
PARTYNEXTDOOR,CN TOWER
PARTYNEXTDOOR,DEEPER
PARTYNEXTDOOR,DIE TRYING
PARTYNEXTDOOR,MOTH BALLS
PARTYNEXTDOOR,SOMEBODY LOVES ME
PARTYNEXTDOOR,SOMETHING ABOUT YOU
PARTYNEXTDOOR,SPIDER-MAN SUPERMAN
Pimmie,PIMMIE'S DILEMMA
Sabrina Carpenter,15 Minutes
Sabrina Carpenter,Bad Reviews
Sabrina Carpenter,Busy Woman
Sabrina Carpenter,Couldn’t Make It Any Harder
Don Toliver,LV Bag
JENNIE,ExtraL
Neton Vega,M&M
Selena Gomez,Call Me When You Break Up
Tate McRae,Dear god
Tate McRae,I know love
Tate McRae,Miss possessive
Tate McRae,Purple lace bra
Tate McRae,Revolving door
Tate McRae,Signs
Tate McRae,bloodonmyhands
Victor Valverde,El Mayor De Los Ranas
Benson Boone,Sorry I'm Here For Someone Else
LISA,FXCK UP THE WORLD
Oimara,Wackelkontakt
Sleepy Hallow,ANXIETY
Tate McRae,Siren sounds
Tito Double P,TATTOO
W Sound,La Plena - W Sound 05
DG e Batidão Stronda,Mãe Solteira
Doechii,Anxiety
Empire Of The Sun,We Are The People
JENNIE,Damn Right
JENNIE,Handlebars
JENNIE,ZEN
JENNIE,like JENNIE
JENNIE,start a war
Jombriel,VITAMINA
Lady Gaga,Garden Of Eden
Lady Gaga,How Bad Do U Want Me
Lady Gaga,Killah
Lady Gaga,LoveDrug
Lady Gaga,Perfect Celebrity
Lady Gaga,Shadow Of A Man
Lady Gaga,Vanish Into You
Lady Gaga,Zombieboy
WizTheMc,Show Me Love
j-hope,Sweet Dreams
Chappell Roan,The Giver
Earl Agustin,Tibok
LE SSERAFIM,HOT
Lil Tecca,Dark Thoughts
Oscar Maydon,Amigos? No.
Peso Pluma,RARI
Playboi Carti,BACKD00R
Playboi Carti,CHARGE DEM HOES A FEE
Playboi Carti,COCAINE NOSE
Playboi Carti,CRANK
Playboi Carti,CRUSH
Playboi Carti,DIS 1 GOT IT
Playboi Carti,EVIL J0RDAN
Playboi Carti,FINE SHIT
Playboi Carti,GOOD CREDIT
Playboi Carti,HBA
Playboi Carti,I SEEEEEE YOU BABY BOI
Playboi Carti,JUMPIN
Playboi Carti,K POP
Playboi Carti,LIKE WEEZY
Playboi Carti,MOJO JOJO
Playboi Carti,MUNYUN
Playboi Carti,OLYMPIAN
Playboi Carti,OPM BABI
Playboi Carti,PHILLY
Playboi Carti,POP OUT
Playboi Carti,RADAR
Playboi Carti,RATHER LIE
Playboi Carti,TOXIC
Playboi Carti,TRIM
Playboi Carti,TWIN TRIM
Playboi Carti,WAKE UP F1LTHY
Playboi Carti,WE NEED ALL DA VIBES
Sleep Token,Emergence
